"","song_id","title","release","artist_name","year"
"1707960","SOHEMBB12A6701E907","Superman","The Eminem Show","Eminem / Dina Rae",2003
"1707961","SOHRQFL12A6D4F3C8A","Terre Promise","77 Souter'1 Vol.2","O'Rosko Raricim",0
"1707962","SOKUBOH12A8C131BD1","Jump","R&B: From Doo-Wop To Hip-Hop","Kris Kross",1992
"1707963","SOMBLTM12A8C13D848","Por La Noche","Malamarismo","Mala Rodriguez",2006
"1707964","SOMHLHX12A58A7AA5B","You Learn (Album Version)","The Collection","Alanis Morissette",1996
"1707965","SOMKVDK12A67AE227F","Runaway (Album Version)","Hybrid Theory","Linkin Park",2000
"1707966","SONETAC12A6D4F937A","Right Through You (LP Version)","Jagged Little Pill","Alanis Morissette",1995
"1707967","SONGTTS12A6701E59A","Shot You Down (Radio Edit) (Feat. Nancy Sinatra)","Shot You Down","Audio Bullys Featuring Nancy Sinatra",2005
"1707968","SONJVYU12A8AE44F9E","Little L","Get The Party Started: Essential Pop and Dance Anthems","Jamiroquai",2001
"1707969","SOOMGKX12AB01856FF","Peces","Muérdete La Lengua","Francisca Valenzuela",2007
"1707970","SOPCTBB12AF72A1B64","Hailie's Song","The Eminem Show","Eminem",2002
"1707971","SOPVQLJ12A67AE2281","In The End (Album Version)","Hybrid Theory","Linkin Park",2000
"1707972","SOPWZGK12A67020744","Ironic (Acoustic Album Version)","Jagged Little Pill Acoustic","Alanis Morissette",2007
"1707973","SOPXUWZ12AF72A35CD","Come To Me","Homogenic Live","Björk",1993
"1707974","SOQNZJU12AB018574E","Afortunada","Muérdete La Lengua","Francisca Valenzuela",2007
"1707975","SOSTLLM12A81C21647","All Night Long (All Night)","Lost And Found: Disco Volume 1","Lionel Richie",1983
"1707976","SOTNHIP12AB0183131","Make Her Say","Make Her Say","Kid Cudi / Kanye West / Common",2009
"1707977","SOUSQYR12A6D4F74C1","Thank You (Album Version)","The Collection","Alanis Morissette",2005
"1707978","SOVAGPG12AB0189963","Samba De Una Nota So´","Jazz Set In Montecarlo - Volume 1","Joa~o Gilberto",0
"1707979","SOWBNGK12A8C143932","Un Beso de Desayuno","Residente o Visitante","Calle 13",2007
"1707980","SOWGXOP12A6701E93A","Without Me","Without Me","Eminem",2002
"1707981","SOWKRRE12A6702073E","Hand In My Pocket (Acoustic Album Version)","Jagged Little Pill Acoustic","Alanis Morissette",2005
"1707982","SOXDEDR12A8AE452CC","'Round Midnight","Discover Miles Davis","Miles Davis",0
"1707983","SOYCGVD12AF729F8C2","Square Dance","The Eminem Show","Eminem",2002
"1760575","SOADJQJ12A8C141D38","Halo","Halo","Beyoncé",2008
"1760576","SOAOQFD12A6D4FAAA9","Medicating","Trainwreck","Boys Night Out",2005
"1760577","SOARYZA12A6D4FAB9B","Hemma Före Mörkret","Totta 6: Bortom Månen Och Mars","Totta Näslund",0
"1760578","SOBEHXG12A8C138D22","Rumour (Abstract Hip Hop Mix)","Magic Box","bel canto",1996
"1760579","SOCELEG12AF72A7052","Freakum Dress","B'Day Deluxe Edition","Beyoncé",2006
"1760580","SOCEYDM12A58A7C4B7","Do U Wanna Ride","Kingdom Come","Jay-Z / John Legend",2006
"1760581","SOCZVRV12A8C140216","Welcome To Hollywood","B'Day Deluxe Edition","Beyoncé feat. Jay-Z",2007
"1760582","SOEFNWL12AF729CD2F","Big Munny","One Man Band Man","Swizz Beatz",2007
"1760583","SOEFSXD12AF72ACED4","Crazy In Love","Dangerously In Love","Beyoncé feat. Jay-Z",2003
"1760584","SOEGIYH12A6D4FC0E3","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","Mozart - Eine kleine Nachtmusik","Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner",0
"1760585","SOEMUXL12A58A7B848","Rehab","Hip Hop The Collection 2009","Rihanna",2007
"1760586","SOERTOA12A81C204F3","Big Brother","Graduation","Kanye West",2007
"1760587","SOFXOAX12AB0181A75","Poison","I AM...SASHA FIERCE THE BONUS TRACKS","Beyoncé",2009
"1760588","SOHKFVE12A8C13B367","Un Dia Con Otro","Profundamente","El Coyote Y Su Banda Tierra Santa",0
"1760589","SOHXSEH12A67020A2D","If It's Lovin' That You Want","If It's Lovin' That You Want","Rihanna",2005
"1760590","SOHXWUX12AB01821DC","Silence","Clubbers Guide 2009","Delerium feat. Sarah McLachlan",1997
"1760591","SOHYAJD12A8AE47C36","Blame It On The Boogie","The Best Of The 70's (seventies)","The Jacksons",1978
"1760592","SOIXKIM12A8C144A85","Get Down","Uplifter (Deluxe Version)","311",2009
"1760593","SOIZPLP12A8AE49604","Picture Perfect","Exclusive","Chris Brown featuring will.i.am",0
"1760594","SOIZPLP12A8AE49604","Picture Perfect","Exclusive","Chris Brown featuring will.i.am",0
"1760595","SOJJJJR12A6D4F9584","Lose My Soul feat. Kirk Franklin & Mandisa / Afterparty","Portable Sounds With Bonus Remixes","tobyMac",0
"1760596","SOKVDJM12A8C13B274","Heiterkeit","Vierzehn Lieder","PeterLicht",2001
"1760597","SOKXYUW12A8C140229","Check On It","Check On It","Beyoncé feat. Slim Thug",2005
"1760598","SOLLHNB12A8C1431C2","Heaven","Got Snow?","Re-up Gang",2006
"1760599","SOLMWQA12AF729CCB8","We Major","Def Jam 25_ Vol. 10 - Feature Presentation","Kanye West / Nas / Really Doe",2009
"1760600","SOMGVYU12A8C1314FF","Sinisten tähtien alla","Tatsum Tisal","J. Karjalainen & Mustat Lasit",0
"1760601","SONDUKG12A58A7DA36","Work It Out","Dangerously In Love","Beyoncé",2002
"1760602","SONIKQT12A8AE475DF","Love Is Gone (Original Mix)","Pop Life","David Guetta - Joachim Garraud - Chris Willis",0
"1760603","SONRPSU12A6D4FB11E","Fuori Dal Tunnel (Album Version)","Verità Supposte","Caparezza",2003
"1760604","SOOMOCL12A8C1334B2","Que dira el santo padre","A Tribute to Che Guevara - Hasta Siempre!","Violeta Parra",0
"1760605","SOOOZNM12A58A7B7E9","Slow Death","Kicks","Flamin' Groovies",1972
"1760606","SOOPYUC12AF72A16C1","American Star","Rebirth","Lil Wayne / Shanell",0
"1760607","SOOULIM12A8C13AAED","Brother Against Brother","Lieder die wie Wunden bluten","L'âme Immortelle",1997
"1760608","SOOYDMX12A58A7A1EE","Smash Into You","I AM...SASHA FIERCE","Beyoncé",2008
"1760609","SOPEPDC12A6D4F7599","Kids In America","101 Running Songs","Kim Wilde",1981
"1760610","SOPKPFW12A6D4F84BC","We Don't Stop (Explicit)","My Balls And My Word (Explicit)","Young Bleed",0
"1760611","SOPOTMH12A58A7F739","Paint The Town Red","Now Is The Time","Delirious?",2005
"1760612","SOPTLQL12AB018D56F","Billionaire [feat. Bruno Mars]  (Explicit Album Version)","Billionaire [feat. Bruno Mars]","Travie McCoy",0
"1760613","SOQAEHC12A67020A41","Roses","Late Registration","Kanye West",2005
"1760614","SOQQGBB12A6D4FCE33","Superstar (featuring Matthew Santos) (Album Version)","Lupe Fiasco's The Cool","Lupe Fiasco featuring Matt Santos",0
"1760615","SOQRFAQ12A6D4F9FB0","Lord Have Mercy (Amended Version)","Bred 2 Die Born 2 Live","Lil Scrappy",2006
"1760616","SORCAKN12A58A7A2CF","Money To Blow","Pricele$$","Birdman / Lil Wayne / Drake",2009
"1760617","SORHUJT12A8C13B85E","Long Arm Of The Law","Modern Day City Symphony","Looptroop",2000
"1760618","SORTZHR12A8AE48B2F","Keep Giving Your Love To Me (Beyonce) (Amended Version)","The Soundtrack","Beyonce",0
"1760619","SOSCDWE12AB01823C4","Crack The Shutters","A Hundred Million Suns","Snow Patrol",2008
"1760620","SOSEXHN12A67ADEA29","I Need A Girl (Part One) (Featuring Usher & Loon) (Amended Version)","R&B Hits","P. Diddy",0
"1760621","SOSLHMP12A8C1416C1","Celebration","Late Registration","Kanye West",2005
"1760622","SOSUUQF12A6D4F8B2A","Deja Vu","Deja Vu","Beyoncé feat. Jay-Z",2006
"1760623","SOTEGWG12AB01897AC","Forever","Relapse: Refill","Drake / Kanye West / Lil Wayne / Eminem",0
"1760624","SOUBXHB12A81C231CC","Hang On To This","The Definitive Collection","Days Of The New",2001
"1760625","SOUDLVN12AAFF43658","Make Love To Your Mind","Playlist: The Very Best Of Bill Withers","Bill Withers",1975
"1760626","SOUNJIO12AB0181339","Gears","Gears","Future Rock",0
"1760627","SOUVTSM12AC468F6A7","Drop The World","Drop The World","Lil Wayne / Eminem",0
"1760628","SOVJEKI12A6D4F6570","Addicted To Love","Party Triple Set","Robert Palmer",1985
"1760629","SOVTJHU12A6D4FB15E","It Keeps You Runnin' (Album Version) (2006 Remastered)","The Very Best Of","The Doobie Brothers",0
"1760630","SOVXAVT12AB0182B2E","Touchy! (Album Version)","Stay On These Roads","A-Ha",1988
"1760631","SOWDCXZ12AB017CDC8","Ave Maria","I AM...SASHA FIERCE","Beyoncé",2008
"1760632","SOXAOAJ12AB0184578","21 Guns [feat. Green Day & The Cast Of American Idiot] (Album Version)","The Original Broadway Cast Recording 'American Idiot' Featuring Green Day","Green Day",0
"1760633","SOYCBTT12A6310DF8F","Video","Acoustic Soul","India.Arie",2001
"1760634","SOYGKNI12AB0187E6E","All I Do Is Win (feat. T-Pain_ Ludacris_ Snoop Dogg & Rick Ross)","Victory","DJ Khaled",2010
"1760635","SOYHYDT12A8AE495F8","Kiss Kiss","Exclusive","Chris Brown featuring T-Pain",0
"1760636","SOYINGU12AAF3B3314","Now Behold The Lamb","Christmas","Kirk Franklin & The Family",1998
"1760637","SOYSADG12A8AE47F2C","Boombastic","Massive Reggae","Shaggy",1995
"1760638","SOYWTAM12A8C134D3F","Opened Once","SKETCHES for My Sweetheart The Drunk","Jeff Buckley",1998
"1760639","SOZMRNN12AB018038A","Broken-Hearted Girl","Broken-Hearted Girl","Beyoncé",2008
"1763513","SOALHDV12A6D4F98DD","Hey (Album Version)","Stadium Arcadium","Red Hot Chili Peppers",0
"1763514","SOALJBV12AB017FC3A","I'm Only Me When I'm With You","Taylor Swift","Taylor Swift",2007
"1763515","SOBABSR12A58A7AD93","The Saltwater Room","Ocean Eyes","Owl City",2008
"1763516","SOBFGZA12A8AE4542A","Let Me Fall (From Cirque du Soleil) (Album Version)","Josh Groban","Josh Groban",2001
"1763517","SOBOAFP12A8C131F36","Lucky (Album Version)","We Sing.  We Dance.  We Steal Things.","Jason Mraz & Colbie Caillat",0
"1763518","SOCEVWT12A6D4F992A","Stroke You Up (LP Version)","Rhino Hi-Five: Changing Faces","Changing Faces",0
"1763519","SOCJVDJ12A8C1375E3","Because You Loved Me","A new day - Live in Las Vegas","Céline Dion",1996
"1763520","SOCNIFM12A8C13D73B","Ona Kasuita","Mirando el mundo al revés","Che Sudaka",2007
"1763521","SOCUEKL12A6701F24D","Bad Day (Album Version)","Bad Day","Daniel Powter",0
"1763522","SOEECZF12A8C13D7A3","The Good Old Days","Up The Bracket","The Libertines",0
"1763523","SOGPBAW12A6D4F9F22","Livin' On A Prayer","Cross Road","Bon Jovi",1986
"1763524","SOHGVQA12AB0186DC9","I Won't","Breakthrough","Colbie Caillat",2009
"1763525","SOHMJJQ12AF72AD2A2","Slow Dancing In A Burning Room","Continuum","John Mayer",0
"1763526","SOHQFNK12A6701C0B9","Home (Album Version)","It's Time","Michael Bublé",2005
"1763527","SOHTFJG12AB0186DDB","Droplets","Breakthrough","Colbie Caillat / Jason Reeves",2009
"1763528","SOIBOUB12A58A7A338","February Song (Album Version)","Awake","Josh Groban",2006
"1763529","SOIOZHO12AB017FE5E","Crumpshit","Lonely Day","Philippe Rochard",0
"1763530","SOJCCLB12A8C138F13","Castle On A Cloud","Les Misérables - 10th Anniversary Concert","Les Misérables - 10th Anniversary Concert",0
"1763531","SOJYISZ12A8C135F5A","Luv Me_ Luv Me","The Boombastic Collection - Best of Shaggy","Shaggy / Samantha Cole",0
"1763532","SOKRAMY12A8C140804","Baker's Blue Jay Yarn","Am Deister","Dakota Oak",0
"1763533","SOKUPAO12AB018D576","The Only Exception (Album Version)","The Only Exception","Paramore",0
"1763534","SOMPTCI12AB017C416","Forever & Always","Fearless","Taylor Swift",2008
"1763535","SOMTJVV12A8AE47F05","The Devil Never Sleeps (Album)","The Shepherd's Dog","Iron And Wine",2007
"1763536","SONENIO12AB017DBDC","The Once Lost Returns","The Third Party","Jules Shear",0
"1763537","SOOZVHD12A8C144A34","Tailor Made","Coco","Colbie Caillat",2007
"1763538","SOQKCGS12A8C13795D","Godhead's Lament","Still Life","Opeth",1999
"1763539","SOQQQQR12A6D4F654D","Citizens Of The World","The Best Of Dr. Know","Dr. Know",0
"1763540","SOQTTKJ12A6D4F9060","Rising Moon","You're Not Alone","ATB",2002
"1763541","SORJICW12A8C13640D","Mercy:The Laundromat","Westing (By Musket and Sextant)","Pavement",1993
"1763542","SOSRJRK12AB0186FF4","Shoulder to shoulder 2009","Naschi 14 Slov","What We Feel",0
"1763543","SOSVPIE12A6D4FA873","Shiver","Parachutes","Coldplay",2000
"1763544","SOUBZPQ12A8C13629D","My Heart Will Go On","100 Movie Hits","Céline Dion",1997
"1763545","SOVDTMK12AB01829D3","Untouchable","Fearless","Taylor Swift",2009
"1763546","SOVPOOI12AF72A68AB","Song From A Secret Garden","Songs From A Secret Garden","Secret Garden",1995
"1763547","SOXLRDB12A81C21739","Bubbly","Bubbly","Colbie Caillat",2007
"1763548","SOZKKIM12A6D4F9328","I Need Your Lovin' (Like The Sunshine) (Radio Edit)","Top Of The Pops - Dance","Marc Et Claude",0
"1780760","SOACPBY12A8C13FEF9","Full Circle","Breakout","Miley Cyrus",2008
"1780761","SOFRNOJ12AB018839A","Kicking And Screaming","The Time Of Our Lives","Miley Cyrus",2009
"1780762","SOFRQTD12A81C233C0","Sehr kosmisch","Musik von Harmonia","Harmonia",0
"1780763","SOHBFUU12A6D4F9DD8","Once In A Lifetime","Spectators","Wolfsheim",1998
"1780764","SOHOCMM12AB01845E0","I'm Not Your Toy","La Roux","La Roux",2009
"1780765","SOHOZFL12AB018266A","These Four Walls","Breakout","Miley Cyrus",2008
"1780766","SOJEYPO12AAA8C6B0E","Ignorance (Album Version)","Ignorance","Paramore",0
"1780767","SOKWOKS12A58A7BF56","See You Again","See You Again","Miley Cyrus",2007
"1780768","SOLPTVW12A8C13F136","All You Need Is Love","Across The Universe","Jim Sturgess / Dana Fuchs",0
"1780769","SOLRGVL12A8C143BC3","Bulletproof","Bulletproof","La Roux",2009
"1780770","SONHWUN12AC468C014","Rianna","The Update Collection Vol. 2","Fisher",0
"1780771","SOPVJNI12A81C219B9","All My Loving","Across The Universe","Jim Sturgess",2007
"1780772","SOPXGQV12A58A7C985","The Driveway","Breakout","Miley Cyrus",2008
"1780773","SORBFSM12A8C13FEF4","Girls Just Wanna Have Fun","Breakout","Miley Cyrus",2008
"1780774","SOSIWPS12A58A7ED14","Maybe I'm Amazed (Album Version)","The O.C. Vol. 2","Jem",0
"1780775","SOTWSXL12A8C143349","Love Story","Het Beste Uit De Top 40 - 2009","Taylor Swift",2008
"1780776","SOTWSXL12A8C143349","Love Story","Fearless","Taylor Swift",2008
"1780777","SOUCEFH12AB018413A","My Neck_ My Back","Thug Misses","Khia",2002
"1780778","SOUITQM12AB01894C0","Si mama","Aerolineas Federales","Aerolineas Federales",0
"1780779","SOUYNPR12AB018B70C","Cherry Bomb","The Runaways - The Mercury Albums Anthology","The Runaways",1976
"1780780","SOVFYFW12A8C131F0D","Wild Horses","Goodbye","The Sundays",1992
"1780781","SOVJUBO12AB017E7D8","Quicksand","La Roux","La Roux",2008
"1780782","SOVWADY12AB0189C63","Party In The U.S.A.","Party In The U.S.A.","Miley Cyrus",2009
"1809196","SOBHNKR12AB0186218","Buddy Holly","Weezer","Weezer",1994
"1809197","SOBZJVD12A8C13C796","Complicated","Under My Skin/Let Go","Avril Lavigne",2001
"1809198","SOCPTWE12A6701E2F8","More Than Words","Evening Moods","Extreme",0
"1809199","SOCSHFI12A8C13F324","Give It Up (LP Version)","Kona Town","Pepper",2002
"1809200","SODJWHY12A8C142CCE","Hey_ Soul Sister","Save Me_ San Francisco","Train",0
"1809201","SOECDQZ12A58A784BA","Everything Is Alright (Album Version)","Commit This To Memory","Motion City Soundtrack",2005
"1809202","SOFGIVB12A6D4F5923","The Memory Remains","Reload","Metallica / Marianne Faithfull",1997
"1809203","SOGPBAW12A6D4F9F22","Livin' On A Prayer","Cross Road","Bon Jovi",1986
"1809204","SOHGBHN12A6701F082","Taylor","On And On","Jack Johnson",2003
"1809205","SOHTQAS12A6701C7BA","Crazy","Get A Grip","Aerosmith",1993
"1809206","SOHZCHN12AF729F303","Dude (Looks Like A Lady)","Gold","Aerosmith",1987
"1809207","SOIASJQ12AC468AF65","Hasta siempre","Tu Querida Presencia","Varios",0
"1809208","SOIROON12A6701E0B8","Black Hole Sun","True Power-Ballads / 3CD set","Soundgarden",1994
"1809209","SOIWLMH12AB017EB6C","Doo Wop (That Thing)","The Miseducation of Lauryn Hill","Lauryn Hill",1998
"1809210","SOIZFEN12A8C138B1B","Global A Go-Go","Global Agogo","Joe Strummer & The Mescaleros",2001
"1809211","SOJGQYH12A6D4F663A","Lights And Sounds","Lights And Sounds","Yellowcard",2005
"1809212","SOKFGIQ12A8C13A35C","My Favorite Accident (Album Version)","I Am The Movie","Motion City Soundtrack",2002
"1809213","SOLZYHH12A58A7A7E1","If You Don't_ Don't","Jimmy Eat World","Jimmy Eat World",1994
"1809214","SOMTLPL12A6702085A","Dirty Little Secret","Dirty Little Secret","The All-American Rejects",2005
"1809215","SONKMBE12A8C137F81","There Is","Box Car Racer","Box Car Racer",2002
"1809216","SOPXKYD12A6D4FA876","Yellow","Yellow","Coldplay",2000
"1809217","SOPXKYD12A6D4FA876","Yellow","Deejay 25","Coldplay",2000
"1809218","SOPZGOH12A8C13DFB3","She Is My Sin","Wishmaster","Nightwish",2000
"1809219","SOQLDAV12AF72A0AA9","Deuces Are Wild","Gold","Aerosmith",1993
"1809220","SORVXVP12AF72A7850","Another Girl Another Planet","Greatest Hits","Blink-182",2005
"1809221","SORWLTW12A670208FA","The Middle","Bleed American","Jimmy Eat World",2001
"1809222","SOSMMZJ12A6D4FBF22","Everything's Magic","Everything's Magic","Angels and Airwaves",2007
"1809223","SOUUYHK12A6D4F9E16","I So Hate Consequences (Album Version)","MMHMM","Relient K",2004
"1809224","SOUWOZG12AAF3B3698","We Weren't Born To Follow","We Weren't Born To Follow","Bon Jovi",2009
"1809225","SOVMADB12A8C137B96","Encore Break","Live At Benaroya Hall - Oct.22_ 2003","Pearl Jam",2009
"1809226","SOWMBWH12A6701FF78","Rocker","Clubbers Guide Electro","Alter Ego",0
"1809227","SOWZBJH12A8C1345DA","Longview (Vocals and Guitar Removed)","Can You Rock? Sing & Play the Songs of Green Day","Green Day Can You Rock Instructional",0
"1809228","SOZVPGO12A6D4F8C9A","Taste The Pain","What Hits?","Red Hot Chili Peppers",1989
"1814169","SOACPSU12A81C231EF","Burn Clear","Been There_ Seen That_ Done That","Something Happens",1988
"1814170","SOBBONW12AB0180FE6","Woods","Blood Bank","Bon Iver",2009
"1814171","SOBZAVW12A6D4FCE4A","Walking","Visiter","The Dodos",2008
"1814172","SOCHKWF12A58A7C9B7","Team","For Emma_ Forever Ago","Bon Iver",2007
"1814173","SOEYGIR12A6701DC1E","Right Now (Radio Edit)","The Collection","Atomic Kitten",1999
"1814174","SOFIAHQ12A8C13192F","Mr. Pitiful","Mr. Pitiful","Matt Costa",2007
"1814175","SOFWMNN12A8C13C3F2","Blindsided","For Emma_ Forever Ago","Bon Iver",2007
"1814176","SOGKMRO12AB0180FE0","Beach Baby","Blood Bank","Bon Iver",2009
"1814177","SOGYTIV12A6D4FBF10","Promises Like Pie-Crust (Album)","No Promises","Carla Bruni",2007
"1814178","SOHASBP12A8C13C3EE","The Wolves (Act I and II)","For Emma_ Forever Ago","Bon Iver",2007
"1814179","SOHFNKO12AB017C772","Kiss With A Fist","Wild Child OST","Florence + The Machine",2009
"1814180","SOHKKLT12A58A7C1C2","Blood Bank","Blood Bank","Bon Iver",2009
"1814181","SOINYMI12A8C13C3F8","Creature Fear","For Emma_ Forever Ago","Bon Iver",2007
"1814182","SOIXXSG12A8C13C400","re:stacks","For Emma_ Forever Ago","Bon Iver",0
"1814183","SOIZFJU12A8C140688","No Way Back","No Way Back","Foo Fighters",2005
"1814184","SOJEVHC12A8C13C3E5","Flume","For Emma_ Forever Ago","Bon Iver",2007
"1814185","SOKDQQY12A6D4FBF14","Afternoon (Album)","No Promises","Carla Bruni",2007
"1814186","SOMHEVM12A58A80951","For Emma","For Emma_ Forever Ago","Bon Iver",2007
"1814187","SONUHDN12AB01800D7","Walking For You","Live_ Vol. 2","The Avett Brothers",2005
"1814188","SOOPXFG12A6D4FB80C","Get A Move On!","Get A Move On / Ug","Mr. Scruff",1999
"1814189","SOOSCPN12AB0186AF2","Demon","Selected Scenes From The End Of The World","London After Midnight",1995
"1814190","SOPBUCH12A6D4FBF0C","Those Dancing Days Are Gone (Album)","No Promises","Carla Bruni",2007
"1814191","SOPSNGF12A6D4FBF0F","I Felt My Life With Both My Hands (Album)","No Promises","Carla Bruni",2007
"1814192","SOQCXSG12A8C13949F","Fortunate Son (Live)","Live On St. Patrick's Day","Dropkick Murphys",2002
"1814193","SORYLNP12A8C13C3E7","Lump Sum","For Emma_ Forever Ago","Bon Iver",2007
"1814194","SOTKYBW12A8C13C3EA","Skinny Love","For Emma_ Forever Ago","Bon Iver",2007
"1814195","SOTLAOJ12A6D4FB4B2","Paper Aeroplane","Heart Full of Wine","Angus & Julia Stone",2006
"1814196","SOTRELQ12AB01871C9","Oh No! (album version)","The Family Jewels","Marina And The Diamonds",2010
"1814197","SOUVTSM12AC468F6A7","Drop The World","Drop The World","Lil Wayne / Eminem",0
"1814198","SOVNWDT12A8C14363F","Brackett_ WI","Dark Was The Night (Red Hot Compilation)","Bon Iver",0
"1814199","SOWJSLK12A6D4F94B9","A Year","Grown Man","Loudon Wainwright III",1995
"1814200","SOYXUQF12AB01843BA","Run","Contra","Vampire Weekend",2010
"1814201","SOYXXDL12A6D4FBF11","Autumn (Album)","No Promises","Carla Bruni",2007
"1838146","SOAFTRR12AF72A8D4D","Harder Better Faster Stronger","Discovery","Daft Punk",2007
"1838147","SOEWYLX12A6D4F8E5F","Digital Love","Ministry of Sound Presents Chilled II 1991-2009","Daft Punk",2001
"1838148","SOFJJQC127E94376A2","The Reeling","The Reeling","Passion Pit",2009
"1838149","SOHCLPF12AB017FD26","Rock'n Roll","Homework","Daft Punk",1996
"1838150","SOKPRFU12AC4688BA9","Moth's Wings","Manners","Passion Pit",2009
"1838151","SOLJQBW12A6702187B","November Has Come","Demon Days","Gorillaz",2005
"1838152","SOLRGNF12AB0187CF4","Sample Track 2","Dance & Hip Hop Breaks","Simon Harris",0
"1838153","SOMKKVT12AB0184CF1","Cuddle Fuddle","The Inbetweeners","Passion Pit",2007
"1838154","SOMNGMO12A6702187E","DARE","Demon Days","Gorillaz",2005
"1838155","SONIFJR12A6702187A","Every Planet We Reach Is Dead","Demon Days","Gorillaz",2005
"1838156","SOQRZNB12AB0184CF6","Live To Tell The Tale","Chunk of Change","Passion Pit",2007
"1838157","SORDUDR12A6310EF78","Clint Eastwood (Explicit)","Clint Eastwood","Gorillaz",2001
"1838158","SORIRAY12AB017BDA8","Eyes As Candles","Manners","Passion Pit",2009
"1838159","SOSLQQJ12AB017BDCC","Sleepyhead","Manners","Passion Pit",2008
"1838160","SOTSNDR12A8AE47599","One More Time / Aerodynamic","Alive 2007","Daft Punk",2007
"1838161","SOURPHM12A67021876","O Green World","Demon Days","Gorillaz",2005
"1838162","SOVOOSP12A6310F1AC","Aerodynamic (Daft Punk Remix)","Daft Club","Daft Punk",2003
"1838163","SOXFANL12A6310F1B5","Too Long (Gonzales Version)","Daft Club","Daft Punk",2003
"1838164","SOXFTSF12A6D4F7278","Revolution 909","Homework","Daft Punk",1996
"1838165","SOXILLO12A6310F1B6","Aerodynamite","Daft Club","Daft Punk",2001
"1838166","SOYFQVR12AB018ACA5","On Melancholy Hill","Plastic Beach","Gorillaz",2010
"1838167","SOYWGWN12AB018AC89","Welcome To The World of The Plastic Beach (Feat. Snoop Dogg and Hypnotic Brass Ensemble)","Plastic Beach","Gorillaz",2010
"1838168","SOZMJFG12AB017BDAF","Swimming In The Flood","Manners","Passion Pit",2009
"1841056","SOALFJM12A6701C40F","Marquee Moon (LP Version)","Marquee Moon","Television",1977
"1841057","SOETSTN12A81C219A9","Silent Shout","Silent Shout","The Knife",0
"1841058","SOFNGQF12A6701C40E","Friction (LP Version)","Marquee Moon","Television",1977
"1841059","SOFOEWF12AB0180676","Pass This On","Silent Shout An Audio Visual Experience","The Knife",0
"1841060","SOFTTSD12A81C219CC","Marble House","Silent Shout","The Knife",0
"1841061","SOHXDTJ12A81C219C2","We Share Our Mothers' Health (Album Version)","Silent Shout","The Knife",0
"1841062","SOLRDEI12A8C13AAA2","Ms. Jackson","Big Boi & Dre Present_ Outkast","OutKast",2000
"1841063","SOMFVZQ12A81C219E4","Like A Pen","Silent Shout","The Knife",0
"1841064","SONQFDP12AF72ACF9A","Rockin To The Beat","THE E.N.D. (THE ENERGY NEVER DIES)","Black Eyed Peas",2009
"1841065","SOOCWLV12A8C1365EB","Two Dope Boyz (In A Cadillac)","ATLiens","OutKast",1996
"1841066","SOONJMQ12A8C137E6D","The Whole World","Big Boi & Dre Present_ Outkast","Outkast Featuring Killer Mike",0
"1841067","SOPWWHY12A58A7B015","Hubcap","Call the Doctor","Sleater-kinney",1996
"1841068","SOWSAVT12AB0186103","From Off To On","Silent Shout","The Knife",0
"1841069","SOZQQLM12A58A7B019","Heartbeats (Live)","Silent Shout An Audio Visual Experience","The Knife",0
"1841070","SOZUNWX12A81C221F3","Forest Families","Silent Shout","The Knife",0
"1943560","SOARUPP12AB01842E0","Up Up & Away","Man On The Moon: The End Of Day","Kid Cudi",2009
"1943561","SOASVLD12AB0186887","Hello Good Morning","Hello Good Morning","Diddy - Dirty Money / T.I.",0
"1943562","SOBPKPW12A6701E8F9","'Till I Collapse","The Eminem Show","Eminem / Nate Dogg",2002
"1943563","SOBRHVR12A8C133F35","Luvstruck","Hard House Anthems","Southside Spinners",1999
"1943564","SODLLYS12A8C13A96B","Breakeven","Now That's What I Call Music! 72","The Script",2008
"1943565","SOECNFX12A8C143CEA","Three Pope (feat. Monty Alexander)","Order of Distinction","Ernie Ranglin",0
"1943566","SOFGJCW12AF72A812D","Already Gone","All I Ever Wanted","Kelly Clarkson",2009
"1943567","SOFKFXC12AC90732A5","Down To Earth","My World","Justin Bieber",2009
"1943568","SOFRCGW12A81C21EA6","Hey There Delilah","Now That's What I Call Music! 68","Plain White T's",2005
"1943569","SOGANPB12AB017C4C8","Last Of The American Girls (Album Version)","21st Century Breakdown","Green Day",2009
"1943570","SOGPBAW12A6D4F9F22","Livin' On A Prayer","Cross Road","Bon Jovi",1986
"1943571","SOHTCVN12A8C134E46","It's My Own Fault","The Best Of Johnny Winter","Johnny Winter",1968
"1943572","SOIPYPB12A8C1360D4","My Immortal (Album Version)","Fallen","Evanescence",2003
"1943573","SOIPYPB12A8C1360D4","My Immortal","Fallen","Evanescence",2000
"1943574","SOLGPOU12A58A7EA20","Sugar Ray (LP Version)","Falling Off The Bone","Todd Barry",2004
"1943575","SOMGVYU12A8C1314FF","Sinisten tähtien alla","Tatsum Tisal","J. Karjalainen & Mustat Lasit",0
"1943576","SOPSOHT12A67AE0235","Almaz","Every Kind Of Mood","Randy Crawford",1986
"1943577","SOPXKYD12A6D4FA876","Yellow","Yellow","Coldplay",2000
"1943578","SOPXKYD12A6D4FA876","Yellow","Deejay 25","Coldplay",2000
